,EID
304,ENSMUSG00000001946
305,ENSMUSG00000001948
306,ENSMUSG00000001962
307,ENSMUSG00000001964
308,ENSMUSG00000001983
309,ENSMUSG00000001985
310,ENSMUSG00000001986
311,ENSMUSG00000001988
312,ENSMUSG00000001995
313,ENSMUSG00000001998
314,ENSMUSG00000001999
315,ENSMUSG00000002006
316,ENSMUSG00000002007
317,ENSMUSG00000002010
318,ENSMUSG00000002012
319,ENSMUSG00000002014
320,ENSMUSG00000002015
321,ENSMUSG00000002017
322,ENSMUSG00000002020
323,ENSMUSG00000002028
324,ENSMUSG00000002031
325,ENSMUSG00000002032
326,ENSMUSG00000002033
327,ENSMUSG00000002043
328,ENSMUSG00000002052
329,ENSMUSG00000002055
330,ENSMUSG00000002057
331,ENSMUSG00000002058
332,ENSMUSG00000002059
333,ENSMUSG00000002064
334,ENSMUSG00000002068
335,ENSMUSG00000002076
336,ENSMUSG00000002083
337,ENSMUSG00000002100
338,ENSMUSG00000002102
339,ENSMUSG00000002103
340,ENSMUSG00000002104
341,ENSMUSG00000002105
342,ENSMUSG00000002107
343,ENSMUSG00000002108
344,ENSMUSG00000002109
345,ENSMUSG00000002111
346,ENSMUSG00000002129
347,ENSMUSG00000002147
348,ENSMUSG00000002190
349,ENSMUSG00000002204
350,ENSMUSG00000002205
351,ENSMUSG00000002210
352,ENSMUSG00000002221
353,ENSMUSG00000002222
354,ENSMUSG00000002227
355,ENSMUSG00000002228
356,ENSMUSG00000002233
357,ENSMUSG00000002240
358,ENSMUSG00000002249
359,ENSMUSG00000002250
360,ENSMUSG00000002257
361,ENSMUSG00000002265
362,ENSMUSG00000002274
363,ENSMUSG00000002279
364,ENSMUSG00000002289
365,ENSMUSG00000002297
366,ENSMUSG00000002307
367,ENSMUSG00000002308
368,ENSMUSG00000002319
369,ENSMUSG00000002320
370,ENSMUSG00000002324
371,ENSMUSG00000002325
372,ENSMUSG00000002326
373,ENSMUSG00000002332
374,ENSMUSG00000002341
375,ENSMUSG00000002342
376,ENSMUSG00000002343
377,ENSMUSG00000002345
378,ENSMUSG00000002346
379,ENSMUSG00000002365
380,ENSMUSG00000002372
381,ENSMUSG00000002379
382,ENSMUSG00000002393
383,ENSMUSG00000002395
384,ENSMUSG00000002396
385,ENSMUSG00000002409
386,ENSMUSG00000002413
387,ENSMUSG00000002416
388,ENSMUSG00000002428
389,ENSMUSG00000002455
390,ENSMUSG00000002458
391,ENSMUSG00000002459
392,ENSMUSG00000002475
393,ENSMUSG00000002477
394,ENSMUSG00000002489
395,ENSMUSG00000002496
396,ENSMUSG00000002500
397,ENSMUSG00000002504
398,ENSMUSG00000002524
399,ENSMUSG00000002550
400,ENSMUSG00000002565
401,ENSMUSG00000002578
402,ENSMUSG00000002580
403,ENSMUSG00000002588
404,ENSMUSG00000002602
405,ENSMUSG00000002603
406,ENSMUSG00000002608
407,ENSMUSG00000002625
408,ENSMUSG00000002633
409,ENSMUSG00000002635
410,ENSMUSG00000002658
411,ENSMUSG00000002660
412,ENSMUSG00000002661
413,ENSMUSG00000002664
414,ENSMUSG00000002668
415,ENSMUSG00000002679
416,ENSMUSG00000002688
417,ENSMUSG00000002699
418,ENSMUSG00000002718
419,ENSMUSG00000002728
420,ENSMUSG00000002731
421,ENSMUSG00000002732
422,ENSMUSG00000002733
423,ENSMUSG00000002741
424,ENSMUSG00000002748
425,ENSMUSG00000002763
426,ENSMUSG00000002767
427,ENSMUSG00000002768
428,ENSMUSG00000002769
429,ENSMUSG00000002771
430,ENSMUSG00000002778
431,ENSMUSG00000002781
432,ENSMUSG00000002797
433,ENSMUSG00000002799
434,ENSMUSG00000002803
435,ENSMUSG00000002804
436,ENSMUSG00000002808
437,ENSMUSG00000002812
438,ENSMUSG00000002814
439,ENSMUSG00000002820
440,ENSMUSG00000002825
441,ENSMUSG00000002831
442,ENSMUSG00000002835
443,ENSMUSG00000002844
444,ENSMUSG00000002845
445,ENSMUSG00000002846
446,ENSMUSG00000002847
447,ENSMUSG00000002870
448,ENSMUSG00000002871
449,ENSMUSG00000002881
450,ENSMUSG00000002885
451,ENSMUSG00000002897
452,ENSMUSG00000002900
453,ENSMUSG00000002908
454,ENSMUSG00000002910
455,ENSMUSG00000002930
456,ENSMUSG00000002944
457,ENSMUSG00000002948
458,ENSMUSG00000002949
459,ENSMUSG00000002957
460,ENSMUSG00000002963
461,ENSMUSG00000002968
462,ENSMUSG00000002980
463,ENSMUSG00000002981
464,ENSMUSG00000002983
465,ENSMUSG00000002984
466,ENSMUSG00000002985
467,ENSMUSG00000002992
468,ENSMUSG00000002996
469,ENSMUSG00000002997
470,ENSMUSG00000003031
471,ENSMUSG00000003032
472,ENSMUSG00000003033
473,ENSMUSG00000003037
474,ENSMUSG00000003039
475,ENSMUSG00000003051
476,ENSMUSG00000003062
477,ENSMUSG00000003068
478,ENSMUSG00000003070
479,ENSMUSG00000003099
480,ENSMUSG00000003119
481,ENSMUSG00000003123
482,ENSMUSG00000003131
483,ENSMUSG00000003134
484,ENSMUSG00000003135
485,ENSMUSG00000003154
486,ENSMUSG00000003161
487,ENSMUSG00000003166
488,ENSMUSG00000003184
489,ENSMUSG00000003190
490,ENSMUSG00000003199
491,ENSMUSG00000003200
492,ENSMUSG00000003206
493,ENSMUSG00000003226
494,ENSMUSG00000003227
495,ENSMUSG00000003228
496,ENSMUSG00000003233
497,ENSMUSG00000003234
498,ENSMUSG00000003235
499,ENSMUSG00000003269
500,ENSMUSG00000003271
501,ENSMUSG00000003273
502,ENSMUSG00000003279
503,ENSMUSG00000003282
504,ENSMUSG00000003283
505,ENSMUSG00000003299
506,ENSMUSG00000003308
507,ENSMUSG00000003309
508,ENSMUSG00000003316
509,ENSMUSG00000003341
510,ENSMUSG00000003344
511,ENSMUSG00000003345
512,ENSMUSG00000003346
513,ENSMUSG00000003348
514,ENSMUSG00000003352
515,ENSMUSG00000003354
516,ENSMUSG00000003355
517,ENSMUSG00000003360
518,ENSMUSG00000003363
519,ENSMUSG00000003378
520,ENSMUSG00000003379
521,ENSMUSG00000003380
522,ENSMUSG00000003382
523,ENSMUSG00000003402
524,ENSMUSG00000003410
525,ENSMUSG00000003411
526,ENSMUSG00000003418
527,ENSMUSG00000003420
528,ENSMUSG00000003421
529,ENSMUSG00000003423
530,ENSMUSG00000003429
531,ENSMUSG00000003435
532,ENSMUSG00000003436
533,ENSMUSG00000003437
534,ENSMUSG00000003438
535,ENSMUSG00000003444
536,ENSMUSG00000003452
537,ENSMUSG00000003458
538,ENSMUSG00000003464
539,ENSMUSG00000003469
540,ENSMUSG00000003476
541,ENSMUSG00000003477
542,ENSMUSG00000003484
543,ENSMUSG00000003500
544,ENSMUSG00000003528
545,ENSMUSG00000003534
546,ENSMUSG00000003541
547,ENSMUSG00000003545
548,ENSMUSG00000003546
549,ENSMUSG00000003549
550,ENSMUSG00000003555
551,ENSMUSG00000003559
552,ENSMUSG00000003573
553,ENSMUSG00000003575
554,ENSMUSG00000003581
555,ENSMUSG00000003585
556,ENSMUSG00000003604
557,ENSMUSG00000003617
558,ENSMUSG00000003623
559,ENSMUSG00000003644
560,ENSMUSG00000003657
561,ENSMUSG00000003660
562,ENSMUSG00000003662
563,ENSMUSG00000003665
564,ENSMUSG00000003680
565,ENSMUSG00000003721
566,ENSMUSG00000003731
567,ENSMUSG00000003746
568,ENSMUSG00000003752
569,ENSMUSG00000003778
570,ENSMUSG00000003779
571,ENSMUSG00000003808
572,ENSMUSG00000003809
573,ENSMUSG00000003810
574,ENSMUSG00000003812
575,ENSMUSG00000003813
576,ENSMUSG00000003814
577,ENSMUSG00000003824
578,ENSMUSG00000003847
579,ENSMUSG00000003848
580,ENSMUSG00000003849
581,ENSMUSG00000003863
582,ENSMUSG00000003865
583,ENSMUSG00000003868
584,ENSMUSG00000003872
585,ENSMUSG00000003873
586,ENSMUSG00000003882
587,ENSMUSG00000003923
588,ENSMUSG00000003934
589,ENSMUSG00000003948
590,ENSMUSG00000003949
591,ENSMUSG00000003955
592,ENSMUSG00000003970
593,ENSMUSG00000003974
594,ENSMUSG00000003992
595,ENSMUSG00000004018
596,ENSMUSG00000004031
597,ENSMUSG00000004032
598,ENSMUSG00000004035
599,ENSMUSG00000004040
600,ENSMUSG00000004043
601,ENSMUSG00000004054
602,ENSMUSG00000004056
603,ENSMUSG00000004069
604,ENSMUSG00000004070
605,ENSMUSG00000004071
606,ENSMUSG00000004085
607,ENSMUSG00000004096
608,ENSMUSG00000004098
609,ENSMUSG00000004099
610,ENSMUSG00000004100
611,ENSMUSG00000004105
612,ENSMUSG00000004110
613,ENSMUSG00000004113
614,ENSMUSG00000004127
615,ENSMUSG00000004151
616,ENSMUSG00000004187
617,ENSMUSG00000004207
618,ENSMUSG00000004221
619,ENSMUSG00000004231
620,ENSMUSG00000004233
621,ENSMUSG00000004263
622,ENSMUSG00000004264
623,ENSMUSG00000004266
624,ENSMUSG00000004267
625,ENSMUSG00000004268
626,ENSMUSG00000004270
627,ENSMUSG00000004285
628,ENSMUSG00000004296
629,ENSMUSG00000004317
630,ENSMUSG00000004319
631,ENSMUSG00000004328
632,ENSMUSG00000004341
633,ENSMUSG00000004347
634,ENSMUSG00000004356
635,ENSMUSG00000004359
636,ENSMUSG00000004360
637,ENSMUSG00000004364
638,ENSMUSG00000004366
639,ENSMUSG00000004371
640,ENSMUSG00000004393
641,ENSMUSG00000004394
642,ENSMUSG00000004415
643,ENSMUSG00000004446
644,ENSMUSG00000004451
645,ENSMUSG00000004455
646,ENSMUSG00000004460
647,ENSMUSG00000004462
648,ENSMUSG00000004473
649,ENSMUSG00000004508
650,ENSMUSG00000004530
651,ENSMUSG00000004535
652,ENSMUSG00000004552
653,ENSMUSG00000004558
654,ENSMUSG00000004561
655,ENSMUSG00000004562
656,ENSMUSG00000004565
657,ENSMUSG00000004567
658,ENSMUSG00000004568
659,ENSMUSG00000004591
660,ENSMUSG00000004610
661,ENSMUSG00000004612
662,ENSMUSG00000004626
663,ENSMUSG00000004630
664,ENSMUSG00000004631
665,ENSMUSG00000004633
666,ENSMUSG00000004637
667,ENSMUSG00000004642
668,ENSMUSG00000004651
669,ENSMUSG00000004654
670,ENSMUSG00000004655
671,ENSMUSG00000004661
672,ENSMUSG00000004665
673,ENSMUSG00000004667
674,ENSMUSG00000004668
675,ENSMUSG00000004677
676,ENSMUSG00000004698
677,ENSMUSG00000004707
678,ENSMUSG00000004709
679,ENSMUSG00000004730
680,ENSMUSG00000004748
681,ENSMUSG00000004768
682,ENSMUSG00000004771
683,ENSMUSG00000004788
684,ENSMUSG00000004789
685,ENSMUSG00000004791
686,ENSMUSG00000004798
687,ENSMUSG00000004814
688,ENSMUSG00000004815
689,ENSMUSG00000004842
690,ENSMUSG00000004843
691,ENSMUSG00000004846
692,ENSMUSG00000004849
693,ENSMUSG00000004864
694,ENSMUSG00000004865
695,ENSMUSG00000004872
696,ENSMUSG00000004880
697,ENSMUSG00000004885
698,ENSMUSG00000004891
699,ENSMUSG00000004892
700,ENSMUSG00000004894
701,ENSMUSG00000004895
702,ENSMUSG00000004897
703,ENSMUSG00000004902
704,ENSMUSG00000004929
705,ENSMUSG00000004931
706,ENSMUSG00000004933
707,ENSMUSG00000004934
708,ENSMUSG00000004936
709,ENSMUSG00000004937
710,ENSMUSG00000004939
711,ENSMUSG00000004945
712,ENSMUSG00000004947
713,ENSMUSG00000004951
714,ENSMUSG00000004961
715,ENSMUSG00000004980
716,ENSMUSG00000004988
717,ENSMUSG00000004996
718,ENSMUSG00000005034
719,ENSMUSG00000005043
720,ENSMUSG00000005045
721,ENSMUSG00000005054
722,ENSMUSG00000005057
723,ENSMUSG00000005069
724,ENSMUSG00000005087
725,ENSMUSG00000005089
726,ENSMUSG00000005102
727,ENSMUSG00000005103
728,ENSMUSG00000005107
729,ENSMUSG00000005125
730,ENSMUSG00000005131
731,ENSMUSG00000005142
732,ENSMUSG00000005148
733,ENSMUSG00000005150
734,ENSMUSG00000005161
735,ENSMUSG00000005198
736,ENSMUSG00000005202
737,ENSMUSG00000005204
738,ENSMUSG00000005220
739,ENSMUSG00000005225
740,ENSMUSG00000005232
741,ENSMUSG00000005233
742,ENSMUSG00000005237
743,ENSMUSG00000005251
744,ENSMUSG00000005267
745,ENSMUSG00000005268
746,ENSMUSG00000005299
747,ENSMUSG00000005312
748,ENSMUSG00000005320
749,ENSMUSG00000005338
750,ENSMUSG00000005339
751,ENSMUSG00000005354
752,ENSMUSG00000005355
753,ENSMUSG00000005357
754,ENSMUSG00000005360
755,ENSMUSG00000005362
756,ENSMUSG00000005364
757,ENSMUSG00000005370
758,ENSMUSG00000005371
759,ENSMUSG00000005373
760,ENSMUSG00000005374
761,ENSMUSG00000005397
762,ENSMUSG00000005410
763,ENSMUSG00000005413
764,ENSMUSG00000005417
765,ENSMUSG00000005442
766,ENSMUSG00000005447
767,ENSMUSG00000005465
768,ENSMUSG00000005469
769,ENSMUSG00000005470
770,ENSMUSG00000005474
771,ENSMUSG00000005481
772,ENSMUSG00000005483
773,ENSMUSG00000005493
774,ENSMUSG00000005501
775,ENSMUSG00000005503
776,ENSMUSG00000005505
777,ENSMUSG00000005506
778,ENSMUSG00000005510
779,ENSMUSG00000005514
780,ENSMUSG00000005533
781,ENSMUSG00000005534
782,ENSMUSG00000005540
783,ENSMUSG00000005553
784,ENSMUSG00000005566
785,ENSMUSG00000005575
786,ENSMUSG00000005580
787,ENSMUSG00000005583
788,ENSMUSG00000005609
789,ENSMUSG00000005610
790,ENSMUSG00000005615
791,ENSMUSG00000005621
792,ENSMUSG00000005625
793,ENSMUSG00000005628
794,ENSMUSG00000005640
795,ENSMUSG00000005649
796,ENSMUSG00000005656
797,ENSMUSG00000005667
798,ENSMUSG00000005672
799,ENSMUSG00000005674
800,ENSMUSG00000005677
801,ENSMUSG00000005681
802,ENSMUSG00000005682
803,ENSMUSG00000005686
804,ENSMUSG00000005687
805,ENSMUSG00000005696
806,ENSMUSG00000005698
807,ENSMUSG00000005699
808,ENSMUSG00000005705
809,ENSMUSG00000005716
810,ENSMUSG00000005718
811,ENSMUSG00000005732
812,ENSMUSG00000005763
813,ENSMUSG00000005774
814,ENSMUSG00000005779
815,ENSMUSG00000005800
816,ENSMUSG00000005802
817,ENSMUSG00000005804
818,ENSMUSG00000005813
819,ENSMUSG00000005823
820,ENSMUSG00000005824
821,ENSMUSG00000005836
822,ENSMUSG00000005846
823,ENSMUSG00000005864
824,ENSMUSG00000005871
825,ENSMUSG00000005873
826,ENSMUSG00000005881
827,ENSMUSG00000005882
828,ENSMUSG00000005883
829,ENSMUSG00000005886
830,ENSMUSG00000005892
831,ENSMUSG00000005893
832,ENSMUSG00000005897
833,ENSMUSG00000005899
834,ENSMUSG00000005907
835,ENSMUSG00000005917
836,ENSMUSG00000005936
837,ENSMUSG00000005947
838,ENSMUSG00000005949
839,ENSMUSG00000005950
840,ENSMUSG00000005951
841,ENSMUSG00000005952
842,ENSMUSG00000005958
843,ENSMUSG00000005968
844,ENSMUSG00000005973
845,ENSMUSG00000005980
846,ENSMUSG00000005981
847,ENSMUSG00000005982
848,ENSMUSG00000005983
849,ENSMUSG00000005986
850,ENSMUSG00000005994
851,ENSMUSG00000006005
852,ENSMUSG00000006007
853,ENSMUSG00000006014
854,ENSMUSG00000006019
855,ENSMUSG00000006021
856,ENSMUSG00000006024
857,ENSMUSG00000006050
858,ENSMUSG00000006056
859,ENSMUSG00000006058
860,ENSMUSG00000006095
861,ENSMUSG00000006127
862,ENSMUSG00000006134
863,ENSMUSG00000006154
864,ENSMUSG00000006169
865,ENSMUSG00000006179
866,ENSMUSG00000006191
867,ENSMUSG00000006205
868,ENSMUSG00000006215
869,ENSMUSG00000006218
870,ENSMUSG00000006219
871,ENSMUSG00000006221
872,ENSMUSG00000006235
873,ENSMUSG00000006241
874,ENSMUSG00000006262
875,ENSMUSG00000006269
876,ENSMUSG00000006270
877,ENSMUSG00000006273
878,ENSMUSG00000006276
879,ENSMUSG00000006281
880,ENSMUSG00000006288
881,ENSMUSG00000006289
882,ENSMUSG00000006299
883,ENSMUSG00000006301
884,ENSMUSG00000006304
885,ENSMUSG00000006307
886,ENSMUSG00000006310
887,ENSMUSG00000006311
888,ENSMUSG00000006313
889,ENSMUSG00000006315
890,ENSMUSG00000006333
891,ENSMUSG00000006335
892,ENSMUSG00000006342
893,ENSMUSG00000006344
894,ENSMUSG00000006356
895,ENSMUSG00000006360
896,ENSMUSG00000006362
897,ENSMUSG00000006369
898,ENSMUSG00000006373
899,ENSMUSG00000006378
900,ENSMUSG00000006386
901,ENSMUSG00000006389
902,ENSMUSG00000006390
903,ENSMUSG00000006392
904,ENSMUSG00000006398
905,ENSMUSG00000006403
906,ENSMUSG00000006411
907,ENSMUSG00000006412
908,ENSMUSG00000006418
909,ENSMUSG00000006435
910,ENSMUSG00000006442
911,ENSMUSG00000006445
912,ENSMUSG00000006456
913,ENSMUSG00000006457
914,ENSMUSG00000006463
915,ENSMUSG00000006464
916,ENSMUSG00000006469
917,ENSMUSG00000006471
918,ENSMUSG00000006476
919,ENSMUSG00000006494
920,ENSMUSG00000006498
921,ENSMUSG00000006517
922,ENSMUSG00000006519
923,ENSMUSG00000006522
924,ENSMUSG00000006527
925,ENSMUSG00000006529
926,ENSMUSG00000006538
927,ENSMUSG00000006542
928,ENSMUSG00000006546
929,ENSMUSG00000006567
930,ENSMUSG00000006574
931,ENSMUSG00000006575
932,ENSMUSG00000006576
933,ENSMUSG00000006585
934,ENSMUSG00000006586
935,ENSMUSG00000006587
936,ENSMUSG00000006589
937,ENSMUSG00000006599
938,ENSMUSG00000006611
939,ENSMUSG00000006641
940,ENSMUSG00000006642
941,ENSMUSG00000006649
942,ENSMUSG00000006651
943,ENSMUSG00000006673
944,ENSMUSG00000006675
945,ENSMUSG00000006676
946,ENSMUSG00000006678
947,ENSMUSG00000006699
948,ENSMUSG00000006705
949,ENSMUSG00000006711
950,ENSMUSG00000006715
951,ENSMUSG00000006717
952,ENSMUSG00000006724
953,ENSMUSG00000006728
954,ENSMUSG00000006731
955,ENSMUSG00000006732
956,ENSMUSG00000006736
957,ENSMUSG00000006740
958,ENSMUSG00000006763
959,ENSMUSG00000006764
960,ENSMUSG00000006777
961,ENSMUSG00000006782
962,ENSMUSG00000006800
963,ENSMUSG00000006818
964,ENSMUSG00000006850
965,ENSMUSG00000006906
966,ENSMUSG00000006920
967,ENSMUSG00000006930
968,ENSMUSG00000006931
969,ENSMUSG00000006932
970,ENSMUSG00000006941
971,ENSMUSG00000006948
972,ENSMUSG00000006958
973,ENSMUSG00000006998
974,ENSMUSG00000007021
975,ENSMUSG00000007030
976,ENSMUSG00000007033
977,ENSMUSG00000007034
978,ENSMUSG00000007035
979,ENSMUSG00000007036
980,ENSMUSG00000007038
981,ENSMUSG00000007039
982,ENSMUSG00000007041
983,ENSMUSG00000007050
984,ENSMUSG00000007080
985,ENSMUSG00000007097
986,ENSMUSG00000007107
987,ENSMUSG00000007122
988,ENSMUSG00000007207
989,ENSMUSG00000007279
990,ENSMUSG00000007338
991,ENSMUSG00000007379
992,ENSMUSG00000007411
993,ENSMUSG00000007415
994,ENSMUSG00000007458
995,ENSMUSG00000007476
996,ENSMUSG00000007480
997,ENSMUSG00000007564
998,ENSMUSG00000007570
