,config.addl_dataset_train,config.cov_embed_dims,config.dataset_ground_truth1,config.dataset_ground_truth2,config.dataset_to_predict,config.dropout_rate,config.encode_ct,config.kl_weight,config.learning_rate,config.max_epochs,config.n_hidden,config.n_latent,config.n_layers,config.save_folder_name,config.save_models,config.seed,config.shared_top,config.weight_decay,result.r2_dbdb_healthy,result.r2_dbdb_OOD,result.r2_mSTZ_healthy,result.r2_mSTZ_OOD,result.shared_top_genes_dbdb,result.scores_corr_dbdb,result.pvals_adj_corr_dbdb,result.scores_ranks_corr_dbdb,result.shared_top_genes_mSTZ,result.scores_corr_mSTZ,result.pvals_adj_corr_mSTZ,result.scores_ranks_corr_mSTZ,result.pancreatic_D_cell_r2_dbdb_healthy,result.pancreatic_D_cell_r2_dbdb_OOD,result.pancreatic_D_cell_r2_mSTZ_healthy,result.pancreatic_D_cell_r2_mSTZ_OOD,result.type_B_pancreatic_cell_r2_dbdb_healthy,result.type_B_pancreatic_cell_r2_dbdb_OOD,result.type_B_pancreatic_cell_r2_mSTZ_healthy,result.type_B_pancreatic_cell_r2_mSTZ_OOD,result.pancreatic_A_cell_r2_dbdb_healthy,result.pancreatic_A_cell_r2_dbdb_OOD,result.pancreatic_A_cell_r2_mSTZ_healthy,result.pancreatic_A_cell_r2_mSTZ_OOD,result.pancreatic_A_cell_shared_top_genes_dbdb_,result.pancreatic_A_cell_scores_corr_dbdb_,result.pancreatic_A_cell_pvals_adj_corr_dbdb_,result.pancreatic_A_cell_scores_ranks_corr_dbdb_,result.pancreatic_A_cell_shared_top_genes_mSTZ_,result.pancreatic_A_cell_scores_corr_mSTZ_,result.pancreatic_A_cell_pvals_adj_corr_mSTZ_,result.pancreatic_A_cell_scores_ranks_corr_mSTZ_,result.n_cells_train,dataset_group
78,extra_mouse_young.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,43,4000,0.3,0.9374151605824317,0.9157982550084012,0.935679472598589,0.9263588254212238,0.25125,0.038814193277694975,-0.04432094871445795,0.19692923320517342,0.23575,0.03820931841922577,-0.05821745931826735,0.208114977065229,0.7870125444819277,0.830431698791561,0.8547851753681392,0.830431698791561,0.8070827680172965,0.8305163172168313,0.8801812504107982,0.8305163172168313,0.8184006659640491,0.8309269683429183,0.870396550172531,0.8309269683429183,0.47275,0.26336826165184635,-0.13287138264146453,0.5323373045043202,0.3155,0.13242994450373485,-0.05490006709547411,0.18697246511105597,224635,Extra conditions - Mouse
152,random_human_seed_42.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,45,4000,0.3,0.9353741395726306,0.9119809090277465,0.8665490887864333,0.9235185503258826,0.248,0.019315881477169526,-0.042816450191726994,0.13418413876264523,0.23625,0.028795038174605644,-0.031512068561994046,0.14519135410445203,0.8804394508149435,0.7899817033151315,0.8064117441286593,0.7899817033151315,0.8474893984321399,0.8302626813779382,0.8773456333443843,0.8302626813779382,0.8190511480694901,0.7844728314324333,0.7440119485830817,0.7844728314324333,0.47225,0.2594757945634228,-0.10992168547764525,0.526412891087026,0.3165,0.13403297669847308,-0.02297355972286204,0.21019486118219124,285843,Random samplin of cell types
62,random_human_seed_43.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,43,4000,0.3,0.9454190127837594,0.8971202635188797,0.9449296694463809,0.8993192756406212,0.2485,0.022066320188654672,-0.04157105893930132,0.145016626321327,0.23375,0.02639715058123331,-0.058748672561335855,0.1340390762726497,0.7873040433729546,0.7925294097143726,0.8031699474070705,0.7925294097143726,0.898477964647066,0.9072369526598325,0.9403906969598727,0.9072369526598325,0.8705323730639336,0.7739063487258689,0.8270856226659454,0.7739063487258689,0.471,0.26954203146607286,-0.11973619547706756,0.5301821330535962,0.31625,0.1391030921352427,-0.052682303190837956,0.2137909370565714,262641,Random samplin of cell types
333,random_mouse_seed_42.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,50,4000,0.3,0.9211421961306592,0.8940295296124675,0.8986387201019753,0.899288058675707,0.25125,0.022293969613715277,-0.05279909339742727,0.13490342615287004,0.2405,0.03631732968952773,-0.05095937674354204,0.1525390206428918,0.8107225834279227,0.7516565125641265,0.7956898836426045,0.7516565125641265,0.8319372693973739,0.771553921914272,0.8759513016573288,0.771553921914272,0.8052647427210647,0.7211280160771156,0.7851803171811245,0.7211280160771156,0.47375,0.26392291751160246,-0.12328356682904269,0.5319678462932905,0.31775,0.12624532548020195,-0.03586497207141661,0.21012132061777636,259623,Random samplin of cell types
76,random_mouse_seed_43.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,43,4000,0.3,0.9382572627517282,0.9048581589656817,0.6003329502505824,0.9098618621409946,0.25075,0.01971475871881231,-0.0455931805551831,0.14654904853762019,0.2395,0.0313805802063358,-0.04477225208547843,0.1575598322990289,0.7266904409336035,0.38232618410832775,0.3962504670264443,0.38232618410832775,0.9155678230980387,0.5904664051777075,0.6584127659810886,0.5904664051777075,0.8076301176576671,0.5421150600640552,0.46561391988740697,0.5421150600640552,0.4735,0.26178667142720385,-0.11288911724701123,0.5350588190304497,0.322,0.1319485671361781,-0.00813788640166143,0.2273721155665453,261198,Random samplin of cell types
81,train_adata_baseline.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,44,4000,0.3,0.9539893604351276,0.9178122843160985,0.8884318646532062,0.9164552147500664,0.2485,0.019387015554419382,-0.04794448740294604,0.1445362135920846,0.23525,0.025948632672984865,-0.04008109904091511,0.15536083178971033,0.8542847380173066,0.8624847376357102,0.8836657999627822,0.8624847376357102,0.9367146119841339,0.8419433715068649,0.8748657302501363,0.8419433715068649,0.8676502715906481,0.7996184462729172,0.7940094385637161,0.7996184462729172,0.47125,0.26344963379770225,-0.10276109615223032,0.536055606126661,0.318,0.1375146619461025,-0.02064623393610265,0.210871666832093,409508,Baseline
148,embedding_top100_mouse.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,45,4000,0.3,0.9425504006748349,0.9031398121943127,0.7878641304184348,0.9093026032535608,0.253,0.01999242029361734,-0.034099981041169895,0.14431401480022552,0.241,0.0329437635701398,-0.046485425079038495,0.16436161333177257,0.8663633457113193,0.6542743383914407,0.7180598290014488,0.6542743383914407,0.9012947725739805,0.6891585493478437,0.7797255054106085,0.6891585493478437,0.8312503580982932,0.6945521266692551,0.6983804971062813,0.6945521266692551,0.474,0.2654802395842671,-0.1216912527572761,0.5337870892925327,0.31825,0.13680462947622637,-0.021050749408674206,0.21830688534133116,401206,Emebdding based - Mouse
165,embedding_top30_mouse.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,46,4000,0.3,0.9496978337293452,0.8889774330429385,0.9511097607150065,0.898573623651964,0.2515,0.020740341519009303,-0.04004937549352046,0.14607948615702768,0.2385,0.026644822655860323,-0.05899525593664396,0.16334792360244071,0.8121015848064098,0.8642906806683381,0.8924622510251883,0.8642906806683381,0.9095910625933392,0.8655858016149847,0.9450317868442385,0.8655858016149847,0.8074430860906676,0.8147607281400725,0.8377115785097207,0.8147607281400725,0.4755,0.2597031979581729,-0.12360839254149161,0.5392503655567336,0.31625,0.1404460341338008,-0.03126318079171615,0.21221189543954763,301066,Emebdding based - Mouse
56,embedding_top50_human.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,43,4000,0.3,0.9457602999795169,0.9120764169118221,0.6174200224400022,0.9154703912348491,0.2485,0.017269152707066575,-0.04874345352144571,0.16012317012343968,0.2355,0.026573582979723773,-0.0318335213952572,0.16302004932656125,0.8683635268576453,0.49629894147026155,0.5252075738979132,0.49629894147026155,0.9399731311417322,0.5213294306759766,0.6030991104110266,0.5213294306759766,0.8768036163774618,0.651515170857047,0.6151291333261542,0.651515170857047,0.47375,0.25853954796170225,-0.10661840564724039,0.5432912513435816,0.31975,0.1386345066457778,-0.011422251797728707,0.2301638757522546,513058,Emebdding based - Human
10,embedding_top50_mouse.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,42,4000,0.3,0.9511850611535746,0.9075668363202941,0.7640536385471379,0.9068937516771672,0.2505,0.01762535795857742,-0.03880970963504627,0.14146162363666556,0.2385,0.027827390634464228,-0.0433417579741561,0.16913612383059257,0.7768505752136079,0.5386294687523674,0.5918338388773101,0.5386294687523674,0.899881045028096,0.6811139146581779,0.7804864885663996,0.6811139146581779,0.8603069337818889,0.6770868601406721,0.6577017305949819,0.6770868601406721,0.47275,0.2607210315372179,-0.11691840342876546,0.534029445064658,0.3165,0.14005102783116002,-0.009368365513142076,0.22173716067725807,334183,Emebdding based - Mouse
228,embedding_top70_mouse.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,47,4000,0.3,0.9248364295226342,0.9065086800799728,0.8980258663441945,0.9064630513901557,0.25275,0.02371605860231326,-0.043478726096040816,0.14701326644018625,0.23875,0.028795605731458125,-0.03254896672598942,0.17147733026268772,0.8646921966510726,0.8258742082147426,0.8572701862714286,0.8258742082147426,0.8260564120533052,0.8338089191151342,0.885339107753702,0.8338089191151342,0.8000390746257564,0.7735205378150006,0.7855301859608798,0.7735205378150006,0.4775,0.2649295001121362,-0.11316750713602698,0.5459342660192567,0.31675,0.13001517713595057,-0.017768899565970542,0.20347744631088752,354483,Emebdding based - Mouse
48,extra_human_chem.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,43,4000,0.3,0.9305449175075419,0.920105611739542,0.9427856485724645,0.9270639465143737,0.2485,0.033989521637732265,-0.0555835803658987,0.19858948529116996,0.23425,0.028463720923233116,-0.054369314743143965,0.18159018929435947,0.8895529675545416,0.90646960447331,0.9239248602917404,0.90646960447331,0.8388910592648228,0.9073987812570853,0.9231521180629846,0.9073987812570853,0.7945538864174513,0.7971385407448579,0.8178349106111072,0.7971385407448579,0.4735,0.26120064650106123,-0.115967640416575,0.5274229539996848,0.31525,0.11998754947106344,-0.05505601650386322,0.16552146512547503,220755,Extra conditions - Human
4,extra_human_neonatal.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,42,4000,0.3,0.9547749523529326,0.9124540082403243,0.955899741040666,0.9268977821627148,0.24875,0.021861749026414804,-0.057951443031459465,0.18552377627036037,0.2345,0.022481664849196243,-0.06532329582627891,0.16904247052219754,0.8241765934785499,0.8290418251427858,0.8205150261618963,0.8290418251427858,0.9394451047052509,0.9066256998096678,0.9506521419488381,0.9066256998096678,0.8634920337406216,0.8479270336737685,0.8625915804615913,0.8479270336737685,0.4745,0.2513398605380682,-0.13615108548056315,0.5331983537833136,0.31575,0.1325257652194722,-0.069323939351666,0.17113366170288627,215282,Extra conditions - Human
72,extra_human_preT2D.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,43,4000,0.3,0.9396642700197522,0.8918276611420984,0.9385586345494413,0.9098135721207462,0.25125,0.023581267704583585,-0.052034378801676155,0.2313470213445417,0.23525,0.023783307184861265,-0.05670035878672001,0.22116895135314296,0.7377931758003525,0.8372700448303396,0.843000516449413,0.8372700448303396,0.905837534901763,0.9195216695708988,0.9012589400457867,0.9195216695708988,0.815300217104318,0.8725880408981876,0.9120063371500584,0.8725880408981876,0.4775,0.2449580708884509,-0.12636173492420033,0.5323727963423425,0.3155,0.11091167532306026,-0.059427352136844955,0.1494958572211644,232413,Extra conditions - Human
347,extra_mouse_Embryonic.h5ad,10,dbdb_ground_truth_cleanCT.h5ad,mSTZ_ground_truth_cleanCT.h5ad,wang_to_predict_cleanCT.h5ad,0.0001,False,0.005,0.0001,1500,1000,512,8,final_full_CT_10reps,False,50,4000,0.3,0.9523212623765615,0.9112631606651425,0.9472854605848378,0.9267298370049409,0.24675,0.025364199320023713,-0.04377630710906654,0.15996543152651446,0.23575,0.03140716067580862,-0.05080277779774654,0.18159463777805526,0.8337111622451462,0.9060067105500764,0.9135152094570338,0.9060067105500764,0.8859406351651808,0.869606089843887,0.9202426032659775,0.869606089843887,0.8126086087301163,0.8277726454827148,0.8512622713022822,0.8277726454827148,0.47225,0.25823502168976575,-0.11447017682821341,0.5167326083324024,0.31875,0.1271483174194355,-0.036362595669852636,0.2015210951215486,242315,Extra conditions - Mouse
